37,434,927,18.25,109.375,2.2E+08,0.110,932.35,Hainan,18.25248,109.51209,14.479462992013632,130.36947932684677
38,434,928,18.25,109.6875,1.4E+08,0.130,730.17,Hainan,18.25248,109.51209,18.5255181809594,130.36947932684677
40,435,925,18.5,108.75,3.4E+08,0.214,2871.36,Hainan,18.74986,109.17361,52.57673267707472,66.99434394778905
41,435,926,18.5,109.0625,7.4E+08,0.103,3016.96,Hainan,18.74986,109.17361,30.14925207460245,66.99434394778905
42,435,927,18.5,109.375,3.1E+08,0.082,1003.06,Hainan,18.25248,109.51209,31.09324198197993,130.36947932684677
43,435,928,18.5,109.6875,6.4E+08,0.079,2014.37,Hainan,18.63905,109.70259,15.543252173296015,98.91457512845165
44,435,929,18.5,110,5.5E+08,0.161,3484.78,Hainan,18.50596,110.0372,3.978215340912184,122.65533347333722
46,436,925,18.75,108.75,3.5E+08,0.209,2872.74,Hainan,19.09614,108.65367,39.80039354271441,0.21375089871637976
47,436,926,18.75,109.0625,4.0E+08,0.081,1277.12,Hainan,18.74986,109.17361,11.699212058339898,66.99434394778905
48,436,927,18.75,109.375,4.1E+08,0.050,815.94,Hainan,18.77515,109.51696,15.205771602418872,83.22034846870439
49,436,928,18.75,109.6875,3.6E+08,0.049,694.78,Hainan,18.63905,109.70259,12.43903854069669,98.91457512845165
50,436,929,18.75,110,3.1E+08,0.096,1168.05,Hainan,18.50596,110.0372,27.417648808462907,122.65533347333722
51,436,930,18.75,110.3125,4.9E+08,0.218,4257.81,Hainan,18.79532,110.38975,9.567571353783393,117.18800949991582
53,437,925,19,108.75,7.0E+08,0.269,7380.95,Hainan,19.09614,108.65367,14.72398595362158,0.21375089871637976
54,437,926,19,109.0625,4.1E+08,0.071,1140.98,Hainan,18.74986,109.17361,30.171227214380718,66.99434394778905
55,437,927,19,109.375,3.0E+08,0.046,549.03,Hainan,19.22492,109.45152,26.270394509506538,35.620486811329194
56,437,928,19,109.6875,4.4E+08,0.045,790.01,Hainan,19.03334,109.83839,16.28996276508245,60.60461577781999
57,437,929,19,110,4.6E+08,0.083,1504.38,Hainan,19.03334,109.83839,17.38923685125402,60.60461577781999
58,437,930,19,110.3125,5.4E+08,0.142,3049.15,Hainan,18.79532,110.38975,24.166798222712313,117.18800949991582
60,438,925,19.25,108.75,6.9E+08,0.324,8835.52,Hainan,19.09614,108.65367,19.876062540484693,0.21375089871637976
61,438,926,19.25,109.0625,6.5E+08,0.153,3961.73,Hainan,19.29828,109.05559,5.417263386413955,48.03145885252907
62,438,927,19.25,109.375,6.5E+08,0.084,2167.43,Hainan,19.22492,109.45152,8.503806611088065,35.620486811329194
63,438,928,19.25,109.6875,5.5E+08,0.070,1524.58,Hainan,19.22492,109.45152,24.931043513922425,35.620486811329194
64,438,929,19.25,110,7.5E+08,0.096,2826.42,Hainan,19.35182,110.10347,15.68744004098725,57.94853785596767
65,438,930,19.25,110.3125,6.4E+08,0.138,3504.80,Hainan,19.25838,110.47464,17.04617028289063,92.02546715538288
66,438,931,19.25,110.625,3.6E+08,0.183,2568.43,Hainan,19.25838,110.47464,15.811555696674866,92.02546715538288
68,439,926,19.5,109.0625,7.4E+08,0.183,5326.76,Hainan,19.29828,109.05559,22.441945867285348,48.03145885252907
69,439,927,19.5,109.375,8.9E+08,0.113,3946.04,Hainan,19.52093,109.58069,21.68365945656918,0.02598780620189512
70,439,928,19.5,109.6875,7.7E+08,0.096,2937.22,Hainan,19.52093,109.58069,11.434130321578454,0.02598780620189512
71,439,929,19.5,110,7.3E+08,0.117,3351.90,Hainan,19.35182,110.10347,19.728594202905388,57.94853785596767
72,439,930,19.5,110.3125,7.2E+08,0.152,4302.03,Hainan,19.68121,110.3593,20.73750085505793,43.713588799124736
73,439,931,19.5,110.625,4.6E+08,0.174,3159.77,Hainan,19.54329,110.79774,18.732681476794347,83.86478525610325
76,440,927,19.75,109.375,6.9E+08,0.187,5104.19,Hainan,19.52093,109.58069,33.35920752889529,0.02598780620189512
77,440,928,19.75,109.6875,8.6E+08,0.158,5350.85,Hainan,19.91243,109.69077,18.064630432415804,45.006796959839164
78,440,929,19.75,110,8.5E+08,0.157,5316.70,Hainan,19.73849,110.00487,1.3776074787713024,39.535767400303776
79,440,930,19.75,110.3125,7.8E+08,0.195,6011.96,Hainan,19.68121,110.3593,9.083367157205702,43.713588799124736
80,440,931,19.75,110.625,6.4E+08,0.238,6032.11,Hainan,19.68121,110.3593,28.84521918667353,43.713588799124736
81,440,932,19.75,110.9375,5.7E+08,0.354,7998.47,Hainan,19.54329,110.79774,27.249293064166167,83.86478525610325
83,441,928,20,109.6875,2.3E+08,0.235,2125.50,Hainan,19.91243,109.69077,9.743335900659808,45.006796959839164
