,resource,gen_pwh,gen_share
0,l1_ccs,0.0,0.0
1,l1_chp,0.0,0.0
2,l1_unabated,3.416141391618795,0.25304751049028085
3,l4_ccs,0.0,0.0
4,l4_unabated,0.05694000170651349,0.004217777904186181
5,l2,1.629193697785059,0.120681014650745
6,l3,1.5276755616469833,0.11316115271459125
7,wind,4.4230482143330345,0.32763320106170596
8,solar,2.2836531490396923,0.16915949252145854
9,bio,0.24535008000000005,0.01817407999999999
10,re_share,,0.49679269358316447
11,clean_share,,0.7488089409485007
12,wind_curtail,0.0526,
13,solar_curtail,0.0343,
14,total_gen,13.582002096130077,
15,total_demand,13.500000000000012,
