,item,2030,2035
0,demand_pwh,13.500000000000012,15.00000000000001
1,--------, , 
2,coal_unabated_pwh,4.39585325,3.42901312
3,coal_ccs_pwh,0.0,0.0
4,chp_ccs_pwh,0.0,0.0
5,gas_unabated_pwh,0.05694,0.05694
6,gas_ccs_pwh,0.0,0.0
7,--------, , 
8,coal_unabated_gw,1225.61,1036.99
9,coal_ccs_gw,0.0,0.0
10,chp_ccs_gw,0.0,0.0
11,gas_unabated_gw,130.0,130.0
12,gas_ccs_gw,0.0,0.0
13,beccs_gw,0.0,0.0
14,bio_gw,35.010000000000005,35.010000000000005
15,hydro_gw,434.98,459.99
16,nuclear_gw,125.01999999999998,175.45999999999998
17,--------, , 
18,onshore_gw,1151.0997817282562,1911.437145284152
19,offshore_gw,109.00003682674478,109.72422998643941
20,utility_gw,1048.5061436199999,1127.17064069
21,distributed_gw,468.00001523000003,468.00001532
22,cap_phs_gw,86.42,86.42
23,cap_bat_gw,154.0,154.0
24,cap_caes_gw,0.0,0.0
25,cap_vrb_gw,0.0,0.0
26,--------, , 
27,old_trans_cap,826.2500000000007,1153.7300000000007
28,add_trans_cap,327.48,255.88
29,tot_trans_cap,1153.730000000001,1409.610000000001
30,--------, , 
31,fossil_share,0.3298365370370367,0.23239687466666648
32,renewable_gw,2776.605977405001,3616.3320312805918
33,storage_gw,240.42000000000002,240.42000000000002
34,solar_gw,1516.50615885,1595.1706560100001
35,wind_gw,1260.099818555001,2021.1613752705914
