,resource,gen_pwh,gen_share
0,l1_ccs,0.0,0.0
1,l1_chp,0.0,0.0
2,l1_unabated,3.0804458754442825,0.22818117595883552
3,l4_ccs,0.0,0.0
4,l4_unabated,0.056940000665169105,0.00421777782704956
5,l2,1.6264346153496307,0.12047663817404661
6,l3,1.5225238523750737,0.11277954462037573
7,wind,4.5632297593435425,0.3380170192106325
8,solar,2.5050169632652,0.18555681209371835
9,bio,0.24535008000000005,0.01817407999999999
10,re_share,,0.5235738313043509
11,clean_share,,0.7750040940987731
12,wind_curtail,0.0852,
13,solar_curtail,0.0743,
14,total_gen,13.599941146442898,
15,total_demand,13.500000000000012,
