,item,2030,2035
0,demand_pwh,12.50000000000001,13.500000000000012
1,--------, , 
2,coal_unabated_pwh,4.181471559999999,3.08044589
3,coal_ccs_pwh,0.0,0.0
4,chp_ccs_pwh,0.0,0.0
5,gas_unabated_pwh,0.05694,0.05694
6,gas_ccs_pwh,0.0,0.0
7,--------, , 
8,coal_unabated_gw,1225.61,913.7799999999999
9,coal_ccs_gw,0.0,0.0
10,chp_ccs_gw,0.0,0.0
11,gas_unabated_gw,130.0,130.0
12,gas_ccs_gw,0.0,0.0
13,beccs_gw,0.0,0.0
14,bio_gw,35.010000000000005,35.010000000000005
15,hydro_gw,434.98,459.99
16,nuclear_gw,125.01999999999998,175.45999999999998
17,--------, , 
18,onshore_gw,956.7342244044373,1460.0637226248323
19,offshore_gw,109.00006268662838,109.72425584632302
20,utility_gw,896.95618122,1103.3042125
21,distributed_gw,468.00029804,468.00029806000003
22,cap_phs_gw,86.42,87.60000000000001
23,cap_bat_gw,154.01999999999998,154.01999999999998
24,cap_caes_gw,0.0,0.0
25,cap_vrb_gw,0.0,0.0
26,--------, , 
27,old_trans_cap,826.2500000000007,1076.8000000000006
28,add_trans_cap,250.55,207.71
29,tot_trans_cap,1076.8000000000006,1284.510000000001
30,--------, , 
31,fossil_share,0.3390729247999997,0.2323989548148146
32,renewable_gw,2430.6907663510656,3141.0924890311553
33,storage_gw,240.44,241.62
34,solar_gw,1364.95647926,1571.30451056
35,wind_gw,1065.7342870910657,1569.7879784711554
